Use,Year,EnergySources,Amount
Import,2015,Biogas (thousands of m3),0.0
Export,2015,Total Electrical Energy (GWh),7221.0
Export,2015,Anthracite (t),0.0
Export,2015,Other Bituminous Coal (t),378.0
Export,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",29799.0
Export,2015,Coal Briquette (t),0.0
Export,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",3449.0
Export,2015,Coal Tar (t),0.0
Export,2015,Coke (t),0.0
Export,2015,Blast Furnace Gas (thousands of m3),0.0
Export,2015,Crude Oil (t),0.0
Export,2015,Natural Gas Liquids (t),0.0
Export,2015,Refined Raw Material (t),463.0
Export,2015,Additives (t),5710.0
Export,2015,Other Hydrocarbons (t),0.0
Export,2015,Refinery Gas (t),0.0
Export,2015,LPG (t),59647.0
Export,2015,Oil (t),16332.0
Export,2015,Unleaded Motor Gasoline (t),121138.0
Export,2015,Lead Gasoline (t),0.0
Export,2015,Plane Gasoline (t),28.0
Export,2015,Kerosene Type Jet Engine Fuel (t),44383.0
Export,2015,Other Kerosene (t),0.0
Export,2015,Diesel (t),121464.0
Export,2015,Fuel Oil and Other Gas Oils (t),2.0
Export,2015,Mazut S≥1% (t),1909.0
Export,2015,Mazut S<1% (t),58584.0
Export,2015,Special Gasoline (t),4.0
Export,2015,Lubricants (t),10805.0
Export,2015,Bitumen (t),219502.0
Export,2015,Paraffin wax (t),200.0
Export,2015,Petroleum Coke (t),27388.0
Export,2015,Other Petroleum Products (t),84660.0
Export,2015,Natural Gas (thousands of m3),0.0
Export,2015,Firewood (t),52035.0
Export,2015,Wood Residue and Wood Chips (t),0.0
Export,2015,Wood Briquettes (t),8189.0
Export,2015,Wood Pellets (t),86028.0
Export,2015,Charcoal (t),10633.0
Export,2015,Biogas (thousands of m3),0.0
Inventory Balance,2015,Total Electrical Energy (GWh),0.0
Inventory Balance,2015,Anthracite (t),-1557.0
Inventory Balance,2015,Other Bituminous Coal (t),-10001.0
Inventory Balance,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",-142537.0
Inventory Balance,2015,Coal Briquette (t),0.0
Inventory Balance,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",-78794.0
Inventory Balance,2015,Coal Tar (t),0.0
Inventory Balance,2015,Coke (t),1528.0
Inventory Balance,2015,Blast Furnace Gas (thousands of m3),0.0
Inventory Balance,2015,Crude Oil (t),117129.0
Inventory Balance,2015,Natural Gas Liquids (t),567.0
Inventory Balance,2015,Refined Raw Material (t),3916.0
Inventory Balance,2015,Additives (t),733.0
Inventory Balance,2015,Other Hydrocarbons (t),0.0
Inventory Balance,2015,Refinery Gas (t),0.0
Inventory Balance,2015,LPG (t),80.0
Inventory Balance,2015,Oil (t),-11269.0
Inventory Balance,2015,Unleaded Motor Gasoline (t),608.0
Inventory Balance,2015,Lead Gasoline (t),0.0
Inventory Balance,2015,Plane Gasoline (t),20.0
Inventory Balance,2015,Kerosene Type Jet Engine Fuel (t),-2302.0
Inventory Balance,2015,Other Kerosene (t),0.0
Inventory Balance,2015,Diesel (t),-9696.0
Inventory Balance,2015,Fuel Oil and Other Gas Oils (t),976.0
Inventory Balance,2015,Mazut S≥1% (t),14815.0
Inventory Balance,2015,Mazut S<1% (t),-7909.0
Inventory Balance,2015,Special Gasoline (t),0.0
Inventory Balance,2015,Lubricants (t),215.0
Inventory Balance,2015,Bitumen (t),918.0
Inventory Balance,2015,Paraffin wax (t),0.0
Inventory Balance,2015,Petroleum Coke (t),0.0
Inventory Balance,2015,Other Petroleum Products (t),17959.0
Inventory Balance,2015,Natural Gas (thousands of m3),-114511.0
Inventory Balance,2015,Firewood (t),-1544.0
Inventory Balance,2015,Wood Residue and Wood Chips (t),0.0
Inventory Balance,2015,Wood Briquettes (t),1849.0
Inventory Balance,2015,Wood Pellets (t),11248.0
Inventory Balance,2015,Charcoal (t),260.0
Inventory Balance,2015,Biogas (thousands of m3),0.0
Total Energy Available,2015,Total Electrical Energy (GWh),-918.0
Total Energy Available,2015,Anthracite (t),15970.0
Total Energy Available,2015,Other Bituminous Coal (t),189989.0
Total Energy Available,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",38434284.0
Total Energy Available,2015,Coal Briquette (t),52.0
Total Energy Available,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",-71112.0
Total Energy Available,2015,Coal Tar (t),977.0
Total Energy Available,2015,Coke (t),491842.0
Total Energy Available,2015,Blast Furnace Gas (thousands of m3),0.0
Total Energy Available,2015,Crude Oil (t),2938703.0
Total Energy Available,2015,Natural Gas Liquids (t),96398.0
Total Energy Available,2015,Refined Raw Material (t),152773.0
Total Energy Available,2015,Additives (t),-62.0
Total Energy Available,2015,Other Hydrocarbons (t),0.0
Total Energy Available,2015,Refinery Gas (t),0.0
Total Energy Available,2015,LPG (t),87098.0
Total Energy Available,2015,Oil (t),-14623.0
Total Energy Available,2015,Unleaded Motor Gasoline (t),-81362.0
Total Energy Available,2015,Lead Gasoline (t),0.0
Total Energy Available,2015,Plane Gasoline (t),425.0
Total Energy Available,2015,Kerosene Type Jet Engine Fuel (t),-46685.0
Total Energy Available,2015,Other Kerosene (t),0.0
Total Energy Available,2015,Diesel (t),274584.0
Total Energy Available,2015,Fuel Oil and Other Gas Oils (t),1010.0
Total Energy Available,2015,Mazut S≥1% (t),12906.0
Total Energy Available,2015,Mazut S<1% (t),-38302.0
Total Energy Available,2015,Special Gasoline (t),6484.0
Total Energy Available,2015,Lubricants (t),49643.0
Total Energy Available,2015,Bitumen (t),-206660.0
Total Energy Available,2015,Paraffin wax (t),3353.0
Total Energy Available,2015,Petroleum Coke (t),104125.0
Total Energy Available,2015,Other Petroleum Products (t),-66701.0
Total Energy Available,2015,Natural Gas (thousands of m3),2198212.0
Total Energy Available,2015,Firewood (t),2882456.0
Total Energy Available,2015,Wood Residue and Wood Chips (t),37254.0
Total Energy Available,2015,Wood Briquettes (t),-5257.0
Total Energy Available,2015,Wood Pellets (t),-67590.0
Total Energy Available,2015,Charcoal (t),-8882.0
Total Energy Available,2015,Biogas (thousands of m3),11313.0
Statistical Difference,2015,Total Electrical Energy (GWh),0.0
Statistical Difference,2015,Anthracite (t),0.0
Statistical Difference,2015,Other Bituminous Coal (t),0.0
Statistical Difference,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Statistical Difference,2015,Coal Briquette (t),0.0
Statistical Difference,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Statistical Difference,2015,Coal Tar (t),0.0
Statistical Difference,2015,Coke (t),0.0
Statistical Difference,2015,Blast Furnace Gas (thousands of m3),0.0
Statistical Difference,2015,Crude Oil (t),5420.0
Statistical Difference,2015,Natural Gas Liquids (t),126.0
Statistical Difference,2015,Refined Raw Material (t),-117.0
Statistical Difference,2015,Additives (t),-52.0
Statistical Difference,2015,Other Hydrocarbons (t),0.0
Statistical Difference,2015,Refinery Gas (t),0.0
Statistical Difference,2015,LPG (t),-641.0
Statistical Difference,2015,Oil (t),-10.0
Statistical Difference,2015,Unleaded Motor Gasoline (t),1556.0
Statistical Difference,2015,Lead Gasoline (t),0.0
Statistical Difference,2015,Plane Gasoline (t),4.0
Statistical Difference,2015,Kerosene Type Jet Engine Fuel (t),-51.0
Statistical Difference,2015,Other Kerosene (t),0.0
Statistical Difference,2015,Diesel (t),0.0
Statistical Difference,2015,Fuel Oil and Other Gas Oils (t),1950.0
Statistical Difference,2015,Mazut S≥1% (t),-403.0
Statistical Difference,2015,Mazut S<1% (t),1268.0
Statistical Difference,2015,Special Gasoline (t),0.0
Statistical Difference,2015,Lubricants (t),0.0
Statistical Difference,2015,Bitumen (t),13.0
Statistical Difference,2015,Paraffin wax (t),0.0
Statistical Difference,2015,Petroleum Coke (t),0.0
Statistical Difference,2015,Other Petroleum Products (t),-1556.0
Statistical Difference,2015,Natural Gas (thousands of m3),0.0
Statistical Difference,2015,Firewood (t),0.0
Statistical Difference,2015,Wood Residue and Wood Chips (t),0.0
Statistical Difference,2015,Wood Briquettes (t),0.0
Statistical Difference,2015,Wood Pellets (t),0.0
Statistical Difference,2015,Charcoal (t),0.0
Statistical Difference,2015,Biogas (thousands of m3),0.0
Energy Production Cost,2015,Total Electrical Energy (GWh),0.0
Energy Production Cost,2015,Anthracite (t),0.0
Energy Production Cost,2015,Other Bituminous Coal (t),56032.0
Energy Production Cost,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",37555024.0
Energy Production Cost,2015,Coal Briquette (t),0.0
Energy Production Cost,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",47006.0
Energy Production Cost,2015,Coal Tar (t),788.0
Energy Production Cost,2015,Coke (t),442524.0
Energy Production Cost,2015,Blast Furnace Gas (thousands of m3),729068.0
Energy Production Cost,2015,Crude Oil (t),2912843.0
Energy Production Cost,2015,Natural Gas Liquids (t),96272.0
Energy Production Cost,2015,Refined Raw Material (t),348881.0
Energy Production Cost,2015,Additives (t),9866.0
Energy Production Cost,2015,Other Hydrocarbons (t),26277.0
Energy Production Cost,2015,Refinery Gas (t),0.0
Energy Production Cost,2015,LPG (t),4897.0
Energy Production Cost,2015,Oil (t),107993.0
Energy Production Cost,2015,Unleaded Motor Gasoline (t),0.0
Energy Production Cost,2015,Lead Gasoline (t),0.0
Energy Production Cost,2015,Plane Gasoline (t),0.0
Energy Production Cost,2015,Kerosene Type Jet Engine Fuel (t),0.0
Energy Production Cost,2015,Other Kerosene (t),0.0
Energy Production Cost,2015,Diesel (t),0.0
Energy Production Cost,2015,Fuel Oil and Other Gas Oils (t),22886.0
Energy Production Cost,2015,Mazut S≥1% (t),128087.0
Energy Production Cost,2015,Mazut S<1% (t),12451.0
Energy Production Cost,2015,Special Gasoline (t),0.0
Energy Production Cost,2015,Lubricants (t),0.0
Energy Production Cost,2015,Bitumen (t),0.0
Energy Production Cost,2015,Paraffin wax (t),0.0
Energy Production Cost,2015,Petroleum Coke (t),0.0
Energy Production Cost,2015,Other Petroleum Products (t),231.0
Energy Production Cost,2015,Natural Gas (thousands of m3),885174.0
Energy Production Cost,2015,Firewood (t),192689.0
Energy Production Cost,2015,Wood Residue and Wood Chips (t),37254.0
Energy Production Cost,2015,Wood Briquettes (t),768.0
Energy Production Cost,2015,Wood Pellets (t),2233.0
Energy Production Cost,2015,Charcoal (t),0.0
Energy Production Cost,2015,Biogas (thousands of m3),6533.0
Generation of Energy by Transformation,2015,Total Electrical Energy (GWh),27504.0
Generation of Energy by Transformation,2015,Anthracite (t),0.0
Generation of Energy by Transformation,2015,Other Bituminous Coal (t),0.0
Generation of Energy by Transformation,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Generation of Energy by Transformation,2015,Coal Briquette (t),0.0
Generation of Energy by Transformation,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",330692.0
Generation of Energy by Transformation,2015,Coal Tar (t),0.0
Generation of Energy by Transformation,2015,Coke (t),0.0
Generation of Energy by Transformation,2015,Blast Furnace Gas (thousands of m3),1721951.0
Generation of Energy by Transformation,2015,Crude Oil (t),0.0
Generation of Energy by Transformation,2015,Natural Gas Liquids (t),0.0
Generation of Energy by Transformation,2015,Refined Raw Material (t),0.0
Generation of Energy by Transformation,2015,Additives (t),9876.0
Generation of Energy by Transformation,2015,Other Hydrocarbons (t),26277.0
Generation of Energy by Transformation,2015,Refinery Gas (t),57809.0
Generation of Energy by Transformation,2015,LPG (t),180455.0
Generation of Energy by Transformation,2015,Oil (t),359288.0
Generation of Energy by Transformation,2015,Unleaded Motor Gasoline (t),484090.0
Generation of Energy by Transformation,2015,Lead Gasoline (t),0.0
Generation of Energy by Transformation,2015,Plane Gasoline (t),0.0
Generation of Energy by Transformation,2015,Kerosene Type Jet Engine Fuel (t),107868.0
Generation of Energy by Transformation,2015,Other Kerosene (t),0.0
Generation of Energy by Transformation,2015,Diesel (t),1142290.0
Generation of Energy by Transformation,2015,Fuel Oil and Other Gas Oils (t),159855.0
Generation of Energy by Transformation,2015,Mazut S≥1% (t),226326.0
Generation of Energy by Transformation,2015,Mazut S<1% (t),128816.0
Generation of Energy by Transformation,2015,Special Gasoline (t),0.0
Generation of Energy by Transformation,2015,Lubricants (t),22090.0
Generation of Energy by Transformation,2015,Bitumen (t),332971.0
Generation of Energy by Transformation,2015,Paraffin wax (t),0.0
Generation of Energy by Transformation,2015,Petroleum Coke (t),14452.0
Generation of Energy by Transformation,2015,Other Petroleum Products (t),208142.0
Generation of Energy by Transformation,2015,Natural Gas (thousands of m3),0.0
Generation of Energy by Transformation,2015,Firewood (t),0.0
Generation of Energy by Transformation,2015,Wood Residue and Wood Chips (t),0.0
Generation of Energy by Transformation,2015,Wood Briquettes (t),8631.0
Generation of Energy by Transformation,2015,Wood Pellets (t),100394.0
Generation of Energy by Transformation,2015,Charcoal (t),12287.0
Generation of Energy by Transformation,2015,Biogas (thousands of m3),0.0
Exchange,2015,Total Electrical Energy (GWh),10794.0
Exchange,2015,Anthracite (t),0.0
Exchange,2015,Other Bituminous Coal (t),0.0
Exchange,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchange,2015,Coal Briquette (t),0.0
Exchange,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchange,2015,Coal Tar (t),0.0
Exchange,2015,Coke (t),0.0
Exchange,2015,Blast Furnace Gas (thousands of m3),0.0
Exchange,2015,Crude Oil (t),0.0
Exchange,2015,Natural Gas Liquids (t),0.0
Exchange,2015,Refined Raw Material (t),0.0
Exchange,2015,Additives (t),0.0
Exchange,2015,Other Hydrocarbons (t),0.0
Exchange,2015,Refinery Gas (t),0.0
Exchange,2015,LPG (t),0.0
Exchange,2015,Oil (t),0.0
Exchange,2015,Unleaded Motor Gasoline (t),0.0
Exchange,2015,Lead Gasoline (t),0.0
Exchange,2015,Plane Gasoline (t),0.0
Exchange,2015,Kerosene Type Jet Engine Fuel (t),0.0
Exchange,2015,Other Kerosene (t),0.0
Exchange,2015,Diesel (t),0.0
Exchange,2015,Fuel Oil and Other Gas Oils (t),0.0
Exchange,2015,Mazut S≥1% (t),0.0
Exchange,2015,Mazut S<1% (t),0.0
Exchange,2015,Special Gasoline (t),0.0
Exchange,2015,Lubricants (t),0.0
Exchange,2015,Bitumen (t),0.0
Exchange,2015,Paraffin wax (t),0.0
Exchange,2015,Petroleum Coke (t),0.0
Exchange,2015,Other Petroleum Products (t),0.0
Exchange,2015,Natural Gas (thousands of m3),0.0
Exchange,2015,Firewood (t),0.0
Exchange,2015,Wood Residue and Wood Chips (t),0.0
Exchange,2015,Wood Briquettes (t),0.0
Exchange,2015,Wood Pellets (t),0.0
Exchange,2015,Charcoal (t),0.0
Exchange,2015,Biogas (thousands of m3),0.0
Exchanged Products,2015,Total Electrical Energy (GWh),10794.0
Exchanged Products,2015,Anthracite (t),0.0
Exchanged Products,2015,Other Bituminous Coal (t),0.0
Exchanged Products,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchanged Products,2015,Coal Briquette (t),0.0
Exchanged Products,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchanged Products,2015,Coal Tar (t),0.0
Exchanged Products,2015,Coke (t),0.0
Exchanged Products,2015,Blast Furnace Gas (thousands of m3),0.0
Exchanged Products,2015,Crude Oil (t),0.0
Exchanged Products,2015,Natural Gas Liquids (t),0.0
Exchanged Products,2015,Refined Raw Material (t),115821.0
Exchanged Products,2015,Additives (t),0.0
Exchanged Products,2015,Other Hydrocarbons (t),0.0
Exchanged Products,2015,Refinery Gas (t),0.0
Exchanged Products,2015,LPG (t),-959.0
Exchanged Products,2015,Oil (t),0.0
Exchanged Products,2015,Unleaded Motor Gasoline (t),0.0
Exchanged Products,2015,Lead Gasoline (t),0.0
Exchanged Products,2015,Plane Gasoline (t),0.0
Exchanged Products,2015,Kerosene Type Jet Engine Fuel (t),0.0
Exchanged Products,2015,Other Kerosene (t),0.0
Exchanged Products,2015,Diesel (t),-18.0
Exchanged Products,2015,Fuel Oil and Other Gas Oils (t),-186.0
Exchanged Products,2015,Mazut S≥1% (t),-194.0
Exchanged Products,2015,Mazut S<1% (t),-234.0
Exchanged Products,2015,Special Gasoline (t),0.0
Exchanged Products,2015,Lubricants (t),0.0
Exchanged Products,2015,Bitumen (t),0.0
Exchanged Products,2015,Paraffin wax (t),0.0
Exchanged Products,2015,Petroleum Coke (t),0.0
Exchanged Products,2015,Other Petroleum Products (t),-114230.0
Exchanged Products,2015,Natural Gas (thousands of m3),0.0
Exchanged Products,2015,Firewood (t),0.0
Exchanged Products,2015,Wood Residue and Wood Chips (t),0.0
Exchanged Products,2015,Wood Briquettes (t),0.0
Exchanged Products,2015,Wood Pellets (t),0.0
Exchanged Products,2015,Charcoal (t),0.0
Exchanged Products,2015,Biogas (thousands of m3),0.0
Internal Product Exchange,2015,Total Electrical Energy (GWh),0.0
Internal Product Exchange,2015,Anthracite (t),0.0
Internal Product Exchange,2015,Other Bituminous Coal (t),0.0
Internal Product Exchange,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Internal Product Exchange,2015,Coal Briquette (t),0.0
